DISTNAME,DISTRICT,DZCNTYNM,REGION,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT22R,DA0912DR22R,DAGC4X22R,DAGC5X21R,DAGC6X20R,DA0GR22N,DA0GS22N,DDA00A001S23R,DDA00A001223R,DDA00A001323R,DDA00AR01S23R,DDA00AR01223R,DDA00AR01323R,DDA00AM01S23R,DDA00AM01223R,DDA00AM01323R,DDA00AC01S23R,DDA00AC01223R,DDA00AC01323R,DDA00AS01S23R,DDA00AS01223R,DDA00AS01323R,DDB00A001S23R,DDB00A001223R,DDB00A001323R,DDH00A001S23R,DDH00A001223R,DDH00A001323R,DDW00A001S23R,DDW00A001223R,DDW00A001323R,DDI00A001S23R,DDI00A001223R,DDI00A001323R,DD300A001S23R,DD300A001223R,DD300A001323R,DD400A001S23R,DD400A001223R,DD400A001323R,DD200A001S23R,DD200A001223R,DD200A001323R,DDE00A001S23R,DDE00A001223R,DDE00A001323R,DA0CT22R,DA0CC22R,dA0csa22r,dA0caa22r,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTINFP,DPSTASFP,DPSTPIFP,DPSTTWFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
SIERRA BLANCA ISD,115902,115 HUDSPETH,19,1,116,3.4,69,26.7,0,0,0,0.9,83.6,8.6,19.8,8.6,27.6,0,91.5,2.3,100,87.5,100,8,8,72,46,7,74,48,5,68,41,5,76,35,0,73,60,27,,,,71,44,6,81,54,12,,,,,,,,,,-1,-1,-1,69,42,5,12.5,-1,-1,-1,26.5,13,3.8,3.8,0,49,18.8,24.6,85000,67500,,61477,81.2,4.4,8.9,53.9,11.8,15.4,8.6,0,69.2,30.8,0,0,0,0,78.1,7.7,5.6,0,8.6,0,1461993,1.386,3328071,28204,2655666,23.8,63.2,13,672405,1975978,0,4385696,2122527,17988,58.2,13.1,6.3,9.1,13.3,1234218,10459,39.3,7.2,5.4,4.3,4.1,0,2.1,0,2.5,32.2,Under 500,Rural,"$1,147,749 and over",$1.3001 and over
DELL CITY ISD,115903,115 HUDSPETH,19,1,61,0,65.6,31.1,0,0,0,3.3,80.3,27.9,19.7,27.9,26.2,9.8,91.7,0,-1,-1,100,2,2,74,42,14,75,50,20,63,30,7,91,36,18,89,56,11,,,,64,29,3,94,65,32,,,,,,,,,,-1,-1,-1,75,41,10,-1,-1,-1,-1,25.9,8.7,0.1,3.9,0.1,33.6,29.2,33.1,122110,59845,61486,62776,61,2.4,7,43.2,15.2,0,0,11.5,34,54.5,0,0,0,0,83.7,2.9,1.9,0,11.5,0,1144961,0.963,2020181,30609,2007415,43.9,36,20.1,12766,822343,0,2065576,2034526,30826,44.6,24.2,6.6,13.6,11,906396,13733,42.1,3.4,2.1,0,5.6,0.1,2,0,0,44.3,Under 500,Rural,"$1,048,130 to < $1,147,749",Under $1.0600
CADDO MILLS ISD,116901,116 HUNT,10,5,2636,3.7,22.3,69.7,0.6,0.4,0,3.3,30,5.7,16.3,5.6,39.5,3.9,94.8,0.2,99.1,100,99.2,109,106,87,61,22,88,67,23,88,60,21,84,55,20,83,55,27,79,51,22,83,53,14,89,64,24,64,54,11,95,85,60,,,,87,63,23,80,49,14,82.6,31.1,1014,20.5,374.8,192.1,2.1,4.3,9.3,51.3,8.9,24.1,115501,77318,66177,55807,15,7,13.7,27.8,12,25.1,21.4,2,5.7,90.2,0.5,0.5,1,0,77.1,9.7,3.1,0.1,8.4,1.7,375836,1.46,31344244,14075,26988263,51.7,33.6,14.7,4355981,8228389,0,82565313,23250670,10440,52.5,7.7,5.9,10.1,23.7,12209178,5482,40.5,11.8,6.4,0.3,6,0.5,4.7,0,1,25,"1,600 to 2,999",Other Central City Suburban,"$355,840 to < $399,525",$1.3001 and over
CELESTE ISD,116902,116 HUNT,10,3,518,1.9,22.6,69.9,0.8,0,0,4.8,61.4,5.2,17.2,5.2,27.2,4.6,95.7,0,100,100,100,36,34,82,56,22,81,58,18,77,52,24,86,53,21,94,63,31,82,53,18,82,51,19,82,59,24,80,60,40,,,,,,,72,28,9,77,49,17,38.9,35.7,-1,18.7,91.6,45.9,1.6,3.4,2.4,50.1,22.8,19.6,113333,80547,73994,56231,6.4,5.7,11.3,14.8,16.5,29.5,19.8,5.3,0,94.7,0,0,0,0,72.7,10.3,5.6,1.2,7.3,2.9,345151,1.221,8695103,18002,8201862,58.8,22.3,18.9,493241,1711128,0,7957232,7113388,14728,55.8,8.4,4.3,12.5,18.9,3969081,8218,37.3,7.2,11.7,0.1,4.7,0.2,5.5,0,0.4,31.3,500 to 999,Rural,"$316,888 to < $355,840",$1.1800 to under $1.3001
COMMERCE ISD,116903,116 HUNT,10,4,1511,25.1,24,41.8,0.4,1.5,0.9,6.4,74.9,12.7,17.3,12.5,35.5,6,90.1,1.2,93.1,93.9,94.6,99,82,66,36,10,66,43,12,64,29,8,72,31,8,63,37,13,51,19,6,64,35,6,78,48,16,83,83,33,88,46,21,79,14,0,66,33,11,62,29,6,35.4,28.6,977,20.4,239.7,120.2,3,4.3,8.9,50.1,13.9,19.7,107831,81278,72160,59370,19.1,6.3,12.6,34.6,11.1,27.4,27.4,7.5,7.2,82.1,0.8,0,0,2.4,72.6,11,3.2,1.4,9.6,2.1,422785,1.309,25013766,17371,22844942,44.4,30.6,25.1,2168824,2860377,0,32306922,22592331,15689,53.6,10,4.8,9.4,22.2,12107949,8408,38.6,17.5,9.5,0.2,2.2,1,2.4,0,0.1,28.6,"1,000 to 1,599",Other Central City Suburban,"$399,525 to < $437,254",$1.3001 and over
GREENVILLE ISD,116905,116 HUNT,10,11,5417,15.9,49.2,28.5,0.3,0.6,0.2,5.2,75.2,26.8,14.9,27.5,29.7,7.7,90.5,0.4,93.9,97.3,98.7,387,333,59,29,8,61,34,9,56,24,7,61,24,6,61,31,14,46,15,3,57,25,6,70,42,14,64,43,29,79,55,28,54,8,4,69,35,13,55,24,6,74.4,13.5,881,22.5,842.8,390.5,2,3.3,12.3,46.3,12.5,23.5,115892,85414,62856,53612,41,6.4,13.9,45.8,9.8,21.4,31.9,11.9,13.7,71.9,0.7,0.5,0.3,1,62.8,14,8,5.3,7.3,2.7,561663,1.12,75423361,14177,68244481,33.5,40.6,26,7178880,22520536,0,75583081,63723801,11978,53.1,8.3,5.6,10.6,22.4,33828410,6359,34.9,11.8,7.4,1.9,4.2,0.9,2.3,0,2.4,32.3,"5,000 to 9,999",Other Central City,"$547,824 to < $574,353",$1.0600 to under $1.1800
LONE OAK ISD,116906,116 HUNT,10,3,1082,1.8,15.4,78.7,0.5,0.5,0.2,3,45.3,3.8,16,3.8,29.9,7.7,95.5,0.3,98.7,100,100,77,70,83,57,21,83,62,24,83,55,20,84,53,16,82,54,23,60,13,13,80,53,19,84,58,21,92,67,17,100,100,77,-1,-1,-1,68,50,11,75,46,13,71.4,30.9,1011,19.2,167.6,78.2,2.9,4.6,6.2,46.6,6.6,33,112601,75894,63268,56925,9,6.5,13.8,24.6,13.5,26.9,19.8,1.1,2.2,96.6,0,0,0,0,80.8,7.5,3.4,0,8.3,0,361267,1.222,17050054,16634,14595106,55.4,29.4,15.2,2454948,3376830,0,17697743,13360631,13035,52,9.4,6.6,11.6,20.2,6952846,6783,40.1,11.4,7.1,0,4.1,0.3,3.7,0,1.5,31.8,"1,000 to 1,599",Other Central City Suburban,"$355,840 to < $399,525",$1.1800 to under $1.3001
QUINLAN ISD,116908,116 HUNT,10,4,2781,0.9,38.6,56,0.5,0.3,0.2,3.5,76.2,19.5,16.1,19.2,31.1,3.6,91.7,0.1,97.7,96.3,97.9,174,123,71,39,12,68,40,11,69,32,11,78,42,13,76,48,19,45,28,10,67,35,10,73,41,14,55,30,15,-1,-1,-1,100,50,0,79,44,9,68,35,11,48.9,23.5,967,18.2,384,172,2.1,3.6,6.1,44.8,11.7,31.7,117130,78910,73708,63233,12.9,7.2,16.2,38.6,11,21.8,24.9,0,6.2,91.2,1,1,0,0.5,66.5,7.7,12.8,2.1,9,2,475296,1.06,36763984,14277,35112993,42.2,36.9,21,1650991,19307907,0,35614875,29864659,11598,51.7,10.1,6.1,10.6,21.5,15427467,5991,26.5,13.1,20.2,0.5,5.5,0.3,2.6,0,0,28.7,"1,600 to 2,999",Other Central City Suburban,"$466,931 to < $488,752",$1.0600 to under $1.1800
WOLFE CITY ISD,116909,116 HUNT,10,3,719,3.2,24.6,69,0.3,0.1,0,2.8,58.3,10.3,13.8,10.2,28.5,7.9,95.2,0,100,100,100,45,44,84,54,22,85,57,20,84,53,26,83,56,16,85,49,23,47,18,6,82,49,16,87,58,24,-1,-1,-1,-1,-1,-1,,,,79,54,13,79,46,15,44.4,20,-1,19.1,108.9,61.2,3,2.8,3.6,56.2,16.3,18.1,93532,79659,58887,50860,14.9,6.6,11.7,38.4,10.8,12.6,24.7,1.6,6.4,92,0,0,0,0,68.2,9.1,7.9,0.8,9.9,4.1,260660,1.145,11926017,17013,11397550,61.3,19.5,19.2,528467,4876147,0,11473568,8942784,12757,58.7,6.6,4.3,11.4,19,5248901,7488,41.1,12.6,7.1,0.4,5.6,0,3.6,0,0.4,27.5,500 to 999,Rural,"$251,917 to < $316,888",$1.0600 to under $1.1800
CAMPBELL ISD,116910,116 HUNT,10,2,295,2.4,32.2,61.7,0,1,0,2.7,67.1,15.3,22,14.2,24.7,3.1,92.6,0,100,100,100,24,21,61,28,6,57,33,5,64,20,5,58,23,8,72,55,24,80,20,0,61,25,6,62,32,8,,,,100,60,0,,,,26,11,0,56,26,6,0,,,,61.5,35.7,3.3,3.3,3.4,58,11,21,101970,74387,59595,49173,8,4.8,8.3,52.7,7.8,10.9,28,2.8,5.6,91.6,0,0,0,0,71.5,16.1,3.4,0,8,1,489690,0.872,5635120,18598,5611927,50,25,25,23193,2894018,0,5242292,4674678,15428,57.1,12.6,4.2,13.4,12.7,2671197,8816,23.8,15.9,15.2,1.6,6.1,0,3.5,0,0,31.4,Under 500,Rural,"$488,752 to < $523,458",Under $1.0600
BLAND ISD,116915,116 HUNT,10,3,772,1.2,46.4,49.1,0.8,0.3,0,2.3,61.3,22.7,16.1,22.7,26.8,7.9,94.8,0,98,98.1,100,49,47,84,60,24,81,60,22,87,60,23,85,59,19,88,61,37,65,41,18,82,53,16,88,67,31,92,67,33,-1,-1,-1,,,,76,56,26,80,51,16,59.2,41.4,1042,21.6,122.2,61,2.5,4.9,4.1,49.9,16.2,22.4,101121,80786,71903,55602,9.7,6.3,12.7,27.8,13.8,21.3,26.2,0,4.9,91.8,1.6,0,0,1.6,86.6,7.4,0,1.6,4.3,0,405211,1.112,12099495,15899,10795244,57.4,26.9,15.7,1304251,4328362,0,11526293,9686636,12729,52.8,7.4,6.9,13,19.9,5114288,6720,40.4,9.6,6.3,0.7,4.8,0.2,2.8,0,1.1,31.7,500 to 999,Rural,"$399,525 to < $437,254",$1.0600 to under $1.1800
BOLES ISD,116916,116 HUNT,10,3,547,2.6,20.3,72.9,0.9,0.5,0,2.7,59.8,6.2,15.5,5.3,29.1,6.8,94.5,0,97.3,100,100,36,34,73,43,10,76,47,11,74,42,10,67,42,7,70,36,10,56,28,0,70,32,7,76,47,12,67,50,17,100,100,20,,,,35,5,0,68,38,7,83.3,3.3,,16.3,101.8,48.6,1,3,2.4,47.7,14.7,31.1,124384,101045,71782,65879,12.2,5.4,11.2,19.1,13.4,30.4,21.3,3.6,6.4,90,0,0,0,0,60.1,11.5,16,0.3,11,1.2,56035,1.21,10755861,20332,10188214,68.4,4.2,27.4,567647,4144456,0,9715827,8917297,16857,55.9,12.9,6.7,12.9,11.6,4986065,9425,28.5,9.6,18.2,0.1,5.1,0.4,3.9,0,2.3,28.2,500 to 999,Rural,"Under $191,241",$1.1800 to under $1.3001
BORGER ISD,117901,117 HUTCHINSON,16,6,2470,2.1,46.2,46.1,1,0.6,0,4,59.5,10.4,14.8,9.5,22.6,5.4,92.6,0.4,97.3,98.4,95.5,223,195,79,52,19,78,52,17,75,44,15,86,61,24,86,61,33,69,36,11,76,46,15,83,58,24,85,66,17,83,65,22,,,,79,55,21,72,42,12,68.2,15.8,893,22.3,426.7,191.7,1.2,3.4,9.9,44.9,14.9,25.8,118232,71213,61093,51896,23.5,5.8,12.9,46.4,9.7,14.4,26.3,0.5,14.1,81.2,2.2,0.5,0.5,1,79,6.4,0,3,5.1,6.4,256902,1.349,34023366,13648,29735461,52.3,26.7,21.1,4287905,6014653,0,33351388,27219773,10918,58.1,7,3.8,9.9,21.2,15801789,6338,41,12.2,9.6,0.6,3.3,0.4,4.7,0,0,24.9,"1,600 to 2,999",Non-metropolitan Stable,"$251,917 to < $316,888",$1.3001 and over
SANFORD-FRITCH ISD,117903,117 HUTCHINSON,16,3,688,1,9.9,84.2,0.9,0.4,0,3.6,49,0.6,16.7,0.6,20.6,3.8,92.5,0.4,97.7,95.8,94.4,46,42,78,47,16,81,56,19,71,34,12,84,45,15,82,57,21,56,0,0,70,44,13,79,48,17,75,33,8,83,17,0,,,,81,54,15,69,36,10,84.8,12.8,,16.7,142.8,65.6,1.4,2.9,0.9,45.9,21.1,27.8,96314,74138,56438,51623,6.9,4.8,10.5,24.4,12.3,13.5,21.6,0,1.3,95.6,1.5,0,0,1.5,75.1,9.1,3.1,0,8.6,4,218557,1.302,10258541,14824,9633724,68.7,15.6,15.8,624817,3227314,0,10578111,9905251,14314,47.6,9.8,5.8,22.3,14.5,4718419,6819,33.7,11.2,4.7,0,4.1,0.2,2.9,0,0.2,41.1,500 to 999,Rural,"$191,241 to < $251,917",$1.3001 and over
PLEMONS-STINNETT-PHILLIPS CISD,117904,117 HUTCHINSON,16,2,573,0,23.7,70.2,0.7,0,0.2,5.2,38.9,1.4,16.4,1.4,30.5,7.5,93,0,100,100,100,40,33,82,51,19,84,57,19,83,52,21,76,43,15,81,40,10,,,,75,38,9,85,57,22,75,75,38,,,,,,,80,41,8,74,40,10,42.5,29.4,-1,19.5,99.8,57.3,1,3,6,57.4,11.1,21.5,135000,85000,50384,52906,12.5,5.7,10,25.8,14.5,27.3,34.6,1.7,10.3,88,0,0,0,0,78.3,8.7,1.7,1.7,5.8,3.9,1839901,1.376,13878329,22348,9683589,3.4,84.9,11.7,4194740,1230835,0,12952914,8601177,13851,55,7.4,4.9,13.6,19.1,4726332,7611,44.6,7.7,5.1,0.1,3,0,4.1,0,1.1,30.4,500 to 999,Rural,"$1,147,749 and over",$1.3001 and over
SPRING CREEK ISD,117907,117 HUTCHINSON,16,1,92,2.2,28.3,66.3,0,0,0,3.3,39.1,6.5,15.2,6.5,6.5,2.2,95.4,0,,,,4,3,71,35,8,79,54,16,64,26,6,63,13,0,78,22,0,-1,-1,-1,65,31,8,73,37,9,,,,,,,,,,-1,-1,-1,61,26,7,-1,,,,22.1,11,4.5,4.5,0,49.9,8,33.1,90000,67000,,51967,21.5,4.2,8.3,41.7,7.8,33.3,38.8,0,0,100,0,0,0,0,89.4,9.3,0,0,1.3,0,369859,1.019,2332640,24298,2036122,68.7,25.1,6.2,296518,1107439,0,2014477,1932463,20130,52.9,18.1,6,12.3,10.6,1022561,10652,31.4,9.3,12.2,1.7,0.5,1.3,0,0,0,42.2,Under 500,Rural,"$355,840 to < $399,525",Under $1.0600
IRION COUNTY ISD,118902,118 IRION,15,2,333,1.5,27.3,69.1,0,0.6,0,1.5,36.6,2.1,15,2.1,23.4,8.4,96.5,0,100,100,100,27,24,88,70,28,90,76,26,87,68,31,88,55,18,89,77,36,75,50,13,82,62,19,91,75,32,,,,-1,-1,-1,,,,71,43,14,78,51,10,92.6,36,1025,22.6,72,36,1.4,2.8,5.6,50,18.1,22.2,126360,88760,56808,54662,19.4,4.6,9.3,11.1,16.5,19.4,9.4,0,8.3,91.7,0,0,0,0,78.4,9.8,0,0,7,4.8,3443541,1.093,7568177,22659,5186618,3.8,84.2,12,2381559,5267191,0,14275146,6198635,18559,52.5,12.1,5.1,13.3,17,3254307,9743,41,5.8,2.1,0.1,4.1,0.1,3.6,0.1,2.2,39.5,Under 500,Non-metropolitan Fast Growing,"$1,147,749 and over",$1.0600 to under $1.1800
BRYSON ISD,119901,119 JACK,09,1,259,0,9.7,89.2,0.4,0,0,0.8,56,2.7,10.8,2.7,26.6,2.3,93.4,0,100,100,100,15,15,83,50,18,87,63,21,83,38,16,82,42,16,70,45,18,,,,79,45,26,84,51,17,-1,-1,-1,,,,,,,-1,-1,-1,82,47,17,26.7,-1,-1,-1,40.3,23,2.5,2.7,0.1,57.2,22.2,15.3,126000,80926,78600,54926,2.5,6.4,11.2,25.9,16.1,5.4,8.7,0,4.3,95.7,0,0,0,0,80,2.6,6,0,11.4,0,782478,1.403,5325689,21134,4437100,26.2,53.5,20.4,888589,1561956,0,4834844,3611854,14333,51.8,14.3,4,11,18.9,1872339,7430,20.5,6,21.1,0.2,5.5,0.2,7.7,0,1.5,35,Under 500,Rural,"$753,747 to < $836,417",$1.3001 and over
JACKSBORO ISD,119902,119 JACK,09,3,1079,0.5,33.5,62.1,0.6,0.5,0.1,2.8,68,15.6,14.8,15.5,41.3,6.8,93.2,0.3,100,100,100,63,61,76,46,14,75,47,12,73,36,9,83,53,16,78,58,35,100,85,38,71,36,8,79,50,17,60,30,0,80,70,50,,,,73,51,24,72,39,10,76.2,31.3,979,19.7,169.7,86.6,2.4,4.7,4.1,51,16.4,21.4,104282,86306,84448,58007,11,6.4,12.5,21.7,15.2,12.4,25.9,0,5.4,94.6,0,0,0,0,71.4,8.6,9.6,0.5,9.9,0,728385,1.423,30982083,28767,16673553,28.5,51,20.5,14308530,4966700,0,18073710,14946433,13878,50.2,6.6,6.1,12.2,24.9,7503841,6967,36.2,6.2,8.4,0.5,6.6,0.2,4.3,0,0.7,34.5,"1,000 to 1,599",Non-metropolitan Stable,"$711,268 to < $753,747",$1.3001 and over
PERRIN-WHITT CISD,119903,119 JACK,09,2,319,0,18.5,78.4,0,0,0,3.1,50.8,3.1,14.4,3.1,33.9,6,94.6,0,100,100,100,13,13,84,56,19,84,64,21,86,49,15,76,45,8,84,63,39,,,,87,60,27,83,55,17,,,,,,,,,,100,57,29,83,55,16,92.3,33.3,1116,17,50.5,29.6,2,1.1,3.4,58.7,12.5,22.3,105000,106239,66802,61146,5.9,6.3,10.8,12.6,17.2,12.4,19.6,3.3,6.1,90.6,0,0,0,0,78.9,8.4,0,0,12.7,0,1016864,1.14,5393917,16751,4789192,18.5,67.8,13.7,604725,1536849,0,5321692,4573998,14205,55.6,7.7,5.1,15.1,16.5,2542702,7897,36.1,8.2,6.9,0.2,9.2,0.1,4.5,0.2,1.2,32,Under 500,Rural,"$989,691 to < $1,048,130",$1.0600 to under $1.1800
EDNA ISD,120901,120 JACKSON,03,6,1570,11.1,42.8,40.3,0.1,2.2,0,3.6,62,9.3,14.1,8.6,25.6,8.7,93.6,0.2,98.1,97.9,100,110,94,81,52,19,81,58,20,79,47,20,85,51,16,82,47,22,72,37,7,79,46,11,86,64,32,-1,-1,-1,80,52,33,,,,82,55,22,74,42,11,43.6,22.9,965,18.2,226.5,119.8,1.8,4.1,5.6,52.9,17.6,17.9,125585,78446,61672,49675,22,6.9,13.1,29.9,13.1,12.7,19.8,4.2,9.2,86.6,0,0,0,0,69.9,10.1,7.6,0,8.5,3.8,444700,1.071,22516513,14536,20876840,42.5,37.7,19.8,1639673,8541386,0,22365947,19238727,12420,55.9,7,6.3,12.3,18.5,10761474,6947,36.9,15.8,10.7,0.4,4.8,0.2,4.5,0,0,25,"1,000 to 1,599",Non-metropolitan Stable,"$437,254 to < $466,931",$1.0600 to under $1.1800
GANADO ISD,120902,120 JACKSON,03,3,707,1.7,59.1,37.9,0.1,0,0,1.1,53,12.7,8.1,12.3,33.1,7.5,94.4,0.5,98,95.7,90,51,47,81,47,16,84,57,19,81,46,19,74,32,8,80,37,7,65,9,4,78,42,11,88,57,24,-1,-1,-1,,,,,,,80,60,30,77,40,11,74.5,26.3,966,19.6,110.5,59.2,1.8,4.8,2.1,53.6,13.1,24.6,96445,62105,56650,56127,30.4,6.4,11.9,38.5,10.5,14.2,32.5,1.7,15.2,81.4,0,1.7,0,0,80.4,2.1,3.4,0,12.9,1.2,385812,1.249,11252653,15289,9823961,61.8,27.8,10.4,1428692,5620381,0,10447905,8543286,11608,55,6.3,5.5,13.6,19.5,4699505,6385,39.4,6.7,10.2,0.3,8.3,0.2,5.1,0.1,0,27.1,500 to 999,Rural,"$355,840 to < $399,525",$1.1800 to under $1.3001
INDUSTRIAL ISD,120905,120 JACKSON,03,4,1185,1,29.9,67.8,0,0,0,1.4,35.7,2.4,10,2.4,39.7,7.5,94.8,0,100,100,97.4,80,71,94,74,34,94,78,35,93,70,32,97,75,35,96,74,38,93,64,57,91,65,25,96,79,38,,,,,,,,,,100,86,45,91,70,28,93.8,41.3,1009,20.1,187.1,100,1.6,4.3,3.7,53.4,9.1,27.9,96085,73267,70602,54834,12.4,6.3,11.9,21,14.7,14,13.3,0,3,97,0,0,0,0,77.7,6,3,1,9.3,2.9,929939,1.199,18656860,16139,16570828,23,65.2,11.7,2086032,5697890,0,17627914,13939600,12058,52.5,7.1,5.3,15.6,19.5,7323336,6335,46.5,4.1,4,0.1,5.7,0.5,3.3,0,1.2,33,"1,000 to 1,599",Non-metropolitan Stable,"$836,417 to < $989,691",$1.1800 to under $1.3001
BROOKELAND ISD,121902,121 JASPER,05,2,341,1.2,3.5,91.5,0,0,0,3.8,61.3,0,11.7,0,22,0,92.6,1.9,88.9,84,93.1,27,23,87,55,20,89,64,26,86,40,14,95,69,20,76,53,21,67,17,17,80,67,20,88,56,21,,,,,,,,,,84,37,5,84,49,16,37,30,1041,-1,71.1,37.5,2.8,2.8,5.6,52.7,11.2,24.8,71147,89274,66097,54381,8.4,4.8,9.1,26.7,15.4,24,18.2,2.7,0,97.3,0,0,0,0,87.4,2.9,0,0,9.6,0,1035356,0.909,6343513,17191,6245588,11.5,54,34.5,97925,4222536,0,6151950,5904382,16001,55.7,10.2,5.1,13.3,15.8,3288019,8911,41.7,6,14.3,0,3.9,0,3.2,0,0,30.3,Under 500,Rural,"$989,691 to < $1,048,130",Under $1.0600
BUNA ISD,121903,121 JASPER,05,3,1473,3.1,3.2,90,0.5,0.3,0,3.1,47.7,0.5,17.4,0.5,27,6.4,92.5,0.8,100,94.2,94.5,95,81,81,51,15,81,58,19,80,43,10,84,51,13,83,50,22,66,31,4,78,46,8,82,52,16,57,14,0,-1,-1,-1,,,,71,38,10,77,44,12,76.8,20.5,972,-1,263.1,120.8,0.8,3,4.1,45.9,18.3,27.9,107613,72142,58397,49541,6.6,5.6,12.2,39.6,11.9,9.6,14.2,0.8,3.3,94.2,0,0,0,1.7,70.5,10.2,1.7,0,14.3,3.4,287553,1.4,24384301,16443,22312820,53,28.3,18.7,2071481,7748304,0,22012978,18757884,12649,52.5,6.4,6.7,11.2,23.3,9847529,6640,31,16.2,11.1,0.2,7.5,0.3,3,0,0,29.1,"1,000 to 1,599",Non-metropolitan Stable,"$251,917 to < $316,888",$1.3001 and over
JASPER ISD,121904,121 JASPER,05,4,2209,39.8,18.7,36,0.3,0.6,0.1,4.5,83.3,9.3,14.4,8.8,32.9,4.4,91.6,0.4,97.1,98.1,94.9,136,127,58,28,7,57,30,7,55,25,6,58,26,7,70,36,10,46,17,3,61,31,7,68,38,10,90,20,0,88,76,35,-1,-1,-1,62,32,8,54,24,5,52.9,15.3,999,18.2,386.9,171,1.8,3.4,8.4,44.2,15,27.3,96150,77819,63010,53814,39,5.7,12.9,41.8,12.5,24,19.3,25.5,2.9,69.9,0.6,0.6,0.6,0,68.3,13.7,4.6,0.9,10.6,1.9,442003,1.165,32069019,14806,30579547,42.7,35.4,21.9,1489472,8215037,0,33904694,27956038,12907,53.8,8.5,5.2,11.9,20.7,15032511,6940,32.1,14.1,13.1,0.6,5.6,0.2,3.1,0,0.9,28.3,"1,600 to 2,999",Independent Town,"$437,254 to < $466,931",$1.0600 to under $1.1800
KIRBYVILLE CISD,121905,121 JASPER,05,3,1499,8.5,8.3,76.9,0.3,0.3,0,5.7,64.9,2.6,17.9,2.5,32.9,6.1,93,0.7,97.6,98.9,95.8,79,77,78,47,15,76,50,16,82,47,17,75,40,10,73,42,17,61,30,8,75,40,15,80,50,17,100,60,20,86,43,29,,,,72,38,8,72,40,11,30.4,37.5,1076,20.7,212,107.3,1.2,3.3,4.5,50.6,13.7,26.8,115038,72339,58101,52044,8.8,7.1,14,37.5,12.5,14.5,22.2,4.6,0.9,91.7,0,0,0.9,1.8,76.6,5.6,2.8,0,9.5,5.5,246431,1.263,20086914,13853,18467102,62.1,19.1,18.8,1619812,6914867,0,18439615,15674374,10810,54.3,7.3,4.7,14,19.7,8509020,5868,36.6,5.2,14.6,0.5,5.3,0.3,2.7,0,0,33.4,"1,000 to 1,599",Non-metropolitan Stable,"$191,241 to < $251,917",$1.1800 to under $1.3001
EVADALE ISD,121906,121 JASPER,05,3,371,0,4.6,91.9,0.3,0,0,3.2,44.5,1.9,11.6,1.9,39.1,2.2,95.1,0,96.2,100,97,25,25,87,60,18,85,65,23,86,52,11,95,60,17,100,68,27,,,,81,43,0,88,62,19,,,,,,,,,,82,27,0,81,51,10,72,16.7,941,-1,82.8,40.1,0.8,2.6,6,48.4,14.4,27.7,134019,80492,60329,50348,0,4.5,9.2,28.2,16.1,14.5,34.7,0,0,100,0,0,0,0,73.8,7.1,0,0,15.7,3.5,864067,1.193,6973005,17564,6498459,23,56,21,474546,2268359,0,7250878,6149648,15490,51.5,15.4,4.8,13.8,14.5,3166582,7976,26.3,10.6,16.6,0.1,5.2,0.1,4.3,0,1.1,33.2,Under 500,Rural,"$836,417 to < $989,691",$1.1800 to under $1.3001
FT DAVIS ISD,122901,122 JEFF DAVIS,18,1,183,0,63.4,35,0,0,0,1.6,59,15.3,12.6,15.3,29.5,8.7,94.7,0,100,100,100,19,16,79,44,10,78,47,12,81,43,7,87,46,13,67,30,10,,,,77,38,5,82,57,23,,,,,,,-1,-1,-1,100,50,0,70,31,5,100,21.7,-1,17.3,40.1,21.4,2.5,5.2,5,53.4,7,26.9,97542,69264,45182,52371,27.5,4.6,8.5,26.2,16.5,34.6,25,0,19.2,80.8,0,0,0,0,76.9,6.4,3.4,0,6.9,6.4,1298741,1.035,2793720,15873,2731471,6.5,80.5,13.1,62249,1385050,0,3185865,3082631,17515,51.9,16.6,8.2,14.5,8.7,1600616,9094,38,8.8,9,1,3.9,0.4,3.9,0,0.6,32.9,Under 500,Rural,"$1,147,749 and over",Under $1.0600
